CART_Dose,Tumor_Init,responses
620000,8900000,NR
640000,8900000,NR
660000,8900000,NR
680000,8900000,NR
700000,8900000,NR
720000,8900000,NR
740000,8900000,NR
760000,8900000,NR
780000,8900000,NR
800000,8900000,NR
820000,8900000,NR
840000,8900000,NR
860000,8900000,NR
880000,8900000,NR
900000,8900000,NR
920000,8900000,NR
940000,8900000,NR
960000,8900000,NR
980000,8900000,NR
1000000,8900000,NR
1020000,8900000,NR
1040000,8900000,NR
1060000,8900000,NR
1080000,8900000,NR
1100000,8900000,NR
1120000,8900000,NR
1140000,8900000,NR
1160000,8900000,CR
1180000,8900000,CR
1200000,8900000,CR
1220000,8900000,CR
1240000,8900000,CR
1260000,8900000,CR
1280000,8900000,CR
1300000,8900000,CR
1320000,8900000,CR
1340000,8900000,CR
1360000,8900000,CR
1380000,8900000,CR
1400000,8900000,CR
1420000,8900000,CR
1440000,8900000,CR
1460000,8900000,CR
1480000,8900000,CR
1500000,8900000,CR
1520000,8900000,CR
1540000,8900000,CR
1560000,8900000,CR
1580000,8900000,CR
1600000,8900000,CR
1620000,8900000,CR
1640000,8900000,CR
1660000,8900000,CR
1680000,8900000,CR
1700000,8900000,CR
1720000,8900000,CR
1740000,8900000,CR
1760000,8900000,CR
1780000,8900000,CR
1800000,8900000,CR
1820000,8900000,CR
1840000,8900000,CR
1860000,8900000,CR
1880000,8900000,CR
1900000,8900000,CR
1920000,8900000,CR
1940000,8900000,CR
1960000,8900000,CR
1980000,8900000,CR
2000000,8900000,CR
100000,9000000,NR
120000,9000000,NR
140000,9000000,NR
160000,9000000,NR
180000,9000000,NR
200000,9000000,NR
220000,9000000,NR
240000,9000000,NR
260000,9000000,NR
280000,9000000,NR
300000,9000000,NR
320000,9000000,NR
340000,9000000,NR
360000,9000000,NR
380000,9000000,NR
400000,9000000,NR
420000,9000000,NR
440000,9000000,NR
460000,9000000,NR
480000,9000000,NR
500000,9000000,NR
520000,9000000,NR
540000,9000000,NR
560000,9000000,NR
580000,9000000,NR
600000,9000000,NR
620000,9000000,NR
640000,9000000,NR
660000,9000000,NR
680000,9000000,NR
700000,9000000,NR
720000,9000000,NR
740000,9000000,NR
760000,9000000,NR
780000,9000000,NR
800000,9000000,NR
820000,9000000,NR
840000,9000000,NR
860000,9000000,NR
880000,9000000,NR
900000,9000000,NR
920000,9000000,NR
940000,9000000,NR
960000,9000000,NR
980000,9000000,NR
1000000,9000000,NR
1020000,9000000,NR
1040000,9000000,NR
1060000,9000000,NR
1080000,9000000,NR
1100000,9000000,NR
1120000,9000000,NR
1140000,9000000,NR
1160000,9000000,NR
1180000,9000000,CR
1200000,9000000,CR
1220000,9000000,CR
1240000,9000000,CR
1260000,9000000,CR
1280000,9000000,CR
1300000,9000000,CR
1320000,9000000,CR
1340000,9000000,CR
1360000,9000000,CR
1380000,9000000,CR
1400000,9000000,CR
1420000,9000000,CR
1440000,9000000,CR
1460000,9000000,CR
1480000,9000000,CR
1500000,9000000,CR
1520000,9000000,CR
1540000,9000000,CR
1560000,9000000,CR
1580000,9000000,CR
1600000,9000000,CR
1620000,9000000,CR
1640000,9000000,CR
1660000,9000000,CR
1680000,9000000,CR
1700000,9000000,CR
1720000,9000000,CR
1740000,9000000,CR
1760000,9000000,CR
1780000,9000000,CR
1800000,9000000,CR
1820000,9000000,CR
1840000,9000000,CR
1860000,9000000,CR
1880000,9000000,CR
1900000,9000000,CR
1920000,9000000,CR
1940000,9000000,CR
1960000,9000000,CR
1980000,9000000,CR
2000000,9000000,CR
100000,9100000,NR
120000,9100000,NR
140000,9100000,NR
160000,9100000,NR
180000,9100000,NR
200000,9100000,NR
220000,9100000,NR
240000,9100000,NR
260000,9100000,NR
280000,9100000,NR
300000,9100000,NR
320000,9100000,NR
340000,9100000,NR
360000,9100000,NR
380000,9100000,NR
400000,9100000,NR
420000,9100000,NR
440000,9100000,NR
460000,9100000,NR
480000,9100000,NR
500000,9100000,NR
520000,9100000,NR
540000,9100000,NR
560000,9100000,NR
580000,9100000,NR
600000,9100000,NR
620000,9100000,NR
640000,9100000,NR
660000,9100000,NR
680000,9100000,NR
700000,9100000,NR
720000,9100000,NR
740000,9100000,NR
760000,9100000,NR
780000,9100000,NR
800000,9100000,NR
820000,9100000,NR
840000,9100000,NR
860000,9100000,NR
880000,9100000,NR
900000,9100000,NR
920000,9100000,NR
940000,9100000,NR
960000,9100000,NR
980000,9100000,NR
1000000,9100000,NR
1020000,9100000,NR
1040000,9100000,NR
1060000,9100000,NR
1080000,9100000,NR
1100000,9100000,NR
1120000,9100000,NR
1140000,9100000,NR
1160000,9100000,NR
1180000,9100000,CR
1200000,9100000,CR
1220000,9100000,CR
1240000,9100000,CR
1260000,9100000,CR
1280000,9100000,CR
1300000,9100000,CR
1320000,9100000,CR
1340000,9100000,CR
1360000,9100000,CR
1380000,9100000,CR
1400000,9100000,CR
1420000,9100000,CR
1440000,9100000,CR
1460000,9100000,CR
1480000,9100000,CR
1500000,9100000,CR
1520000,9100000,CR
1540000,9100000,CR
1560000,9100000,CR
1580000,9100000,CR
1600000,9100000,CR
1620000,9100000,CR
1640000,9100000,CR
1660000,9100000,CR
1680000,9100000,CR
1700000,9100000,CR
1720000,9100000,CR
1740000,9100000,CR
1760000,9100000,CR
1780000,9100000,CR
1800000,9100000,CR
1820000,9100000,CR
1840000,9100000,CR
1860000,9100000,CR
1880000,9100000,CR
1900000,9100000,CR
1920000,9100000,CR
1940000,9100000,CR
1960000,9100000,CR
1980000,9100000,CR
2000000,9100000,CR
100000,9200000,NR
120000,9200000,NR
140000,9200000,NR
160000,9200000,NR
180000,9200000,NR
200000,9200000,NR
220000,9200000,NR
240000,9200000,NR
260000,9200000,NR
280000,9200000,NR
300000,9200000,NR
320000,9200000,NR
340000,9200000,NR
360000,9200000,NR
380000,9200000,NR
400000,9200000,NR
420000,9200000,NR
440000,9200000,NR
460000,9200000,NR
480000,9200000,NR
500000,9200000,NR
520000,9200000,NR
540000,9200000,NR
560000,9200000,NR
580000,9200000,NR
600000,9200000,NR
620000,9200000,NR
640000,9200000,NR
660000,9200000,NR
680000,9200000,NR
700000,9200000,NR
720000,9200000,NR
740000,9200000,NR
760000,9200000,NR
780000,9200000,NR
800000,9200000,NR
820000,9200000,NR
840000,9200000,NR
860000,9200000,NR
880000,9200000,NR
900000,9200000,NR
920000,9200000,NR
940000,9200000,NR
960000,9200000,NR
980000,9200000,NR
1000000,9200000,NR
1020000,9200000,NR
1040000,9200000,NR
1060000,9200000,NR
1080000,9200000,NR
1100000,9200000,NR
1120000,9200000,NR
1140000,9200000,NR
1160000,9200000,NR
1180000,9200000,NR
1200000,9200000,CR
1220000,9200000,CR
1240000,9200000,CR
1260000,9200000,CR
1280000,9200000,CR
1300000,9200000,CR
1320000,9200000,CR
1340000,9200000,CR
1360000,9200000,CR
1380000,9200000,CR
1400000,9200000,CR
1420000,9200000,CR
1440000,9200000,CR
1460000,9200000,CR
1480000,9200000,CR
1500000,9200000,CR
1520000,9200000,CR
1540000,9200000,CR
1560000,9200000,CR
1580000,9200000,CR
1600000,9200000,CR
1620000,9200000,CR
1640000,9200000,CR
1660000,9200000,CR
1680000,9200000,CR
1700000,9200000,CR
1720000,9200000,CR
1740000,9200000,CR
1760000,9200000,CR
1780000,9200000,CR
1800000,9200000,CR
1820000,9200000,CR
1840000,9200000,CR
1860000,9200000,CR
1880000,9200000,CR
1900000,9200000,CR
1920000,9200000,CR
1940000,9200000,CR
1960000,9200000,CR
1980000,9200000,CR
2000000,9200000,CR
100000,9300000,NR
120000,9300000,NR
140000,9300000,NR
160000,9300000,NR
180000,9300000,NR
200000,9300000,NR
220000,9300000,NR
240000,9300000,NR
260000,9300000,NR
280000,9300000,NR
300000,9300000,NR
320000,9300000,NR
340000,9300000,NR
360000,9300000,NR
380000,9300000,NR
400000,9300000,NR
420000,9300000,NR
440000,9300000,NR
460000,9300000,NR
480000,9300000,NR
500000,9300000,NR
520000,9300000,NR
540000,9300000,NR
560000,9300000,NR
580000,9300000,NR
600000,9300000,NR
620000,9300000,NR
640000,9300000,NR
660000,9300000,NR
680000,9300000,NR
700000,9300000,NR
720000,9300000,NR
740000,9300000,NR
760000,9300000,NR
780000,9300000,NR
800000,9300000,NR
820000,9300000,NR
840000,9300000,NR
860000,9300000,NR
880000,9300000,NR
900000,9300000,NR
920000,9300000,NR
940000,9300000,NR
960000,9300000,NR
980000,9300000,NR
1000000,9300000,NR
1020000,9300000,NR
1040000,9300000,NR
1060000,9300000,NR
1080000,9300000,NR
1100000,9300000,NR
1120000,9300000,NR
1140000,9300000,NR
1160000,9300000,NR
1180000,9300000,NR
1200000,9300000,NR
1220000,9300000,CR
1240000,9300000,CR
1260000,9300000,CR
1280000,9300000,CR
1300000,9300000,CR
1320000,9300000,CR
1340000,9300000,CR
1360000,9300000,CR
1380000,9300000,CR
1400000,9300000,CR
1420000,9300000,CR
1440000,9300000,CR
1460000,9300000,CR
1480000,9300000,CR
1500000,9300000,CR
1520000,9300000,CR
1540000,9300000,CR
1560000,9300000,CR
1580000,9300000,CR
1600000,9300000,CR
1620000,9300000,CR
1640000,9300000,CR
1660000,9300000,CR
1680000,9300000,CR
1700000,9300000,CR
1720000,9300000,CR
1740000,9300000,CR
1760000,9300000,CR
1780000,9300000,CR
1800000,9300000,CR
1820000,9300000,CR
1840000,9300000,CR
1860000,9300000,CR
1880000,9300000,CR
1900000,9300000,CR
1920000,9300000,CR
1940000,9300000,CR
1960000,9300000,CR
1980000,9300000,CR
2000000,9300000,CR
100000,9400000,NR
120000,9400000,NR
140000,9400000,NR
160000,9400000,NR
180000,9400000,NR
200000,9400000,NR
220000,9400000,NR
240000,9400000,NR
260000,9400000,NR
280000,9400000,NR
300000,9400000,NR
320000,9400000,NR
340000,9400000,NR
360000,9400000,NR
380000,9400000,NR
400000,9400000,NR
420000,9400000,NR
440000,9400000,NR
460000,9400000,NR
480000,9400000,NR
500000,9400000,NR
520000,9400000,NR
540000,9400000,NR
560000,9400000,NR
580000,9400000,NR
600000,9400000,NR
620000,9400000,NR
640000,9400000,NR
660000,9400000,NR
680000,9400000,NR
700000,9400000,NR
720000,9400000,NR
740000,9400000,NR
760000,9400000,NR
780000,9400000,NR
800000,9400000,NR
820000,9400000,NR
840000,9400000,NR
860000,9400000,NR
880000,9400000,NR
900000,9400000,NR
920000,9400000,NR
940000,9400000,NR
960000,9400000,NR
980000,9400000,NR
1000000,9400000,NR
1020000,9400000,NR
1040000,9400000,NR
1060000,9400000,NR
1080000,9400000,NR
1100000,9400000,NR
1120000,9400000,NR
1140000,9400000,NR
1160000,9400000,NR
1180000,9400000,NR
1200000,9400000,NR
1220000,9400000,CR
1240000,9400000,CR
1260000,9400000,CR
1280000,9400000,CR
1300000,9400000,CR
1320000,9400000,CR
1340000,9400000,CR
1360000,9400000,CR
1380000,9400000,CR
1400000,9400000,CR
1420000,9400000,CR
1440000,9400000,CR
1460000,9400000,CR
1480000,9400000,CR
1500000,9400000,CR
1520000,9400000,CR
1540000,9400000,CR
1560000,9400000,CR
1580000,9400000,CR
1600000,9400000,CR
1620000,9400000,CR
1640000,9400000,CR
1660000,9400000,CR
1680000,9400000,CR
1700000,9400000,CR
1720000,9400000,CR
1740000,9400000,CR
1760000,9400000,CR
1780000,9400000,CR
1800000,9400000,CR
1820000,9400000,CR
1840000,9400000,CR
1860000,9400000,CR
1880000,9400000,CR
1900000,9400000,CR
1920000,9400000,CR
1940000,9400000,CR
1960000,9400000,CR
1980000,9400000,CR
2000000,9400000,CR
100000,9500000,NR
120000,9500000,NR
140000,9500000,NR
160000,9500000,NR
180000,9500000,NR
200000,9500000,NR
220000,9500000,NR
240000,9500000,NR
260000,9500000,NR
280000,9500000,NR
300000,9500000,NR
320000,9500000,NR
340000,9500000,NR
360000,9500000,NR
380000,9500000,NR
400000,9500000,NR
420000,9500000,NR
440000,9500000,NR
460000,9500000,NR
480000,9500000,NR
500000,9500000,NR
520000,9500000,NR
540000,9500000,NR
560000,9500000,NR
580000,9500000,NR
600000,9500000,NR
620000,9500000,NR
640000,9500000,NR
660000,9500000,NR
680000,9500000,NR
700000,9500000,NR
720000,9500000,NR
740000,9500000,NR
760000,9500000,NR
780000,9500000,NR
800000,9500000,NR
820000,9500000,NR
840000,9500000,NR
860000,9500000,NR
880000,9500000,NR
900000,9500000,NR
920000,9500000,NR
940000,9500000,NR
960000,9500000,NR
980000,9500000,NR
1000000,9500000,NR
1020000,9500000,NR
1040000,9500000,NR
1060000,9500000,NR
1080000,9500000,NR
1100000,9500000,NR
1120000,9500000,NR
1140000,9500000,NR
1160000,9500000,NR
1180000,9500000,NR
1200000,9500000,NR
1220000,9500000,NR
1240000,9500000,CR
1260000,9500000,CR
1280000,9500000,CR
1300000,9500000,CR
1320000,9500000,CR
1340000,9500000,CR
1360000,9500000,CR
1380000,9500000,CR
1400000,9500000,CR
1420000,9500000,CR
1440000,9500000,CR
1460000,9500000,CR
1480000,9500000,CR
1500000,9500000,CR
1520000,9500000,CR
1540000,9500000,CR
1560000,9500000,CR
1580000,9500000,CR
1600000,9500000,CR
1620000,9500000,CR
1640000,9500000,CR
1660000,9500000,CR
1680000,9500000,CR
1700000,9500000,CR
1720000,9500000,CR
1740000,9500000,CR
1760000,9500000,CR
1780000,9500000,CR
1800000,9500000,CR
1820000,9500000,CR
1840000,9500000,CR
1860000,9500000,CR
1880000,9500000,CR
1900000,9500000,CR
1920000,9500000,CR
1940000,9500000,CR
1960000,9500000,CR
1980000,9500000,CR
2000000,9500000,CR
100000,9600000,NR
120000,9600000,NR
140000,9600000,NR
160000,9600000,NR
180000,9600000,NR
200000,9600000,NR
220000,9600000,NR
240000,9600000,NR
260000,9600000,NR
280000,9600000,NR
300000,9600000,NR
320000,9600000,NR
340000,9600000,NR
360000,9600000,NR
380000,9600000,NR
400000,9600000,NR
420000,9600000,NR
440000,9600000,NR
460000,9600000,NR
480000,9600000,NR
500000,9600000,NR
520000,9600000,NR
540000,9600000,NR
560000,9600000,NR
580000,9600000,NR
600000,9600000,NR
620000,9600000,NR
640000,9600000,NR
660000,9600000,NR
680000,9600000,NR
700000,9600000,NR
720000,9600000,NR
740000,9600000,NR
760000,9600000,NR
780000,9600000,NR
800000,9600000,NR
820000,9600000,NR
840000,9600000,NR
860000,9600000,NR
880000,9600000,NR
900000,9600000,NR
920000,9600000,NR
940000,9600000,NR
960000,9600000,NR
980000,9600000,NR
1000000,9600000,NR
1020000,9600000,NR
1040000,9600000,NR
1060000,9600000,NR
1080000,9600000,NR
1100000,9600000,NR
1120000,9600000,NR
1140000,9600000,NR
1160000,9600000,NR
1180000,9600000,NR
1200000,9600000,NR
1220000,9600000,NR
1240000,9600000,NR
1260000,9600000,CR
1280000,9600000,CR
1300000,9600000,CR
1320000,9600000,CR
1340000,9600000,CR
1360000,9600000,CR
1380000,9600000,CR
1400000,9600000,CR
1420000,9600000,CR
1440000,9600000,CR
1460000,9600000,CR
1480000,9600000,CR
1500000,9600000,CR
1520000,9600000,CR
1540000,9600000,CR
1560000,9600000,CR
1580000,9600000,CR
1600000,9600000,CR
1620000,9600000,CR
1640000,9600000,CR
1660000,9600000,CR
1680000,9600000,CR
1700000,9600000,CR
1720000,9600000,CR
1740000,9600000,CR
1760000,9600000,CR
1780000,9600000,CR
1800000,9600000,CR
1820000,9600000,CR
1840000,9600000,CR
1860000,9600000,CR
1880000,9600000,CR
1900000,9600000,CR
1920000,9600000,CR
1940000,9600000,CR
1960000,9600000,CR
1980000,9600000,CR
2000000,9600000,CR
100000,9700000,NR
120000,9700000,NR
140000,9700000,NR
160000,9700000,NR
180000,9700000,NR
200000,9700000,NR
220000,9700000,NR
240000,9700000,NR
260000,9700000,NR
280000,9700000,NR
300000,9700000,NR
320000,9700000,NR
340000,9700000,NR
360000,9700000,NR
380000,9700000,NR
400000,9700000,NR
420000,9700000,NR
440000,9700000,NR
460000,9700000,NR
480000,9700000,NR
500000,9700000,NR
520000,9700000,NR
540000,9700000,NR
560000,9700000,NR
580000,9700000,NR
600000,9700000,NR
620000,9700000,NR
640000,9700000,NR
660000,9700000,NR
680000,9700000,NR
700000,9700000,NR
720000,9700000,NR
740000,9700000,NR
760000,9700000,NR
780000,9700000,NR
800000,9700000,NR
820000,9700000,NR
840000,9700000,NR
860000,9700000,NR
880000,9700000,NR
900000,9700000,NR
920000,9700000,NR
940000,9700000,NR
960000,9700000,NR
980000,9700000,NR
1000000,9700000,NR
1020000,9700000,NR
1040000,9700000,NR
1060000,9700000,NR
1080000,9700000,NR
1100000,9700000,NR
1120000,9700000,NR
1140000,9700000,NR
1160000,9700000,NR
1180000,9700000,NR
1200000,9700000,NR
1220000,9700000,NR
1240000,9700000,NR
1260000,9700000,CR
1280000,9700000,CR
1300000,9700000,CR
1320000,9700000,CR
1340000,9700000,CR
1360000,9700000,CR
1380000,9700000,CR
1400000,9700000,CR
1420000,9700000,CR
1440000,9700000,CR
1460000,9700000,CR
1480000,9700000,CR
1500000,9700000,CR
1520000,9700000,CR
1540000,9700000,CR
1560000,9700000,CR
1580000,9700000,CR
1600000,9700000,CR
1620000,9700000,CR
1640000,9700000,CR
1660000,9700000,CR
1680000,9700000,CR
1700000,9700000,CR
1720000,9700000,CR
1740000,9700000,CR
1760000,9700000,CR
1780000,9700000,CR
1800000,9700000,CR
1820000,9700000,CR
1840000,9700000,CR
1860000,9700000,CR
1880000,9700000,CR
1900000,9700000,CR
1920000,9700000,CR
1940000,9700000,CR
1960000,9700000,CR
1980000,9700000,CR
2000000,9700000,CR
100000,9800000,NR
120000,9800000,NR
140000,9800000,NR
160000,9800000,NR
180000,9800000,NR
200000,9800000,NR
220000,9800000,NR
240000,9800000,NR
260000,9800000,NR
280000,9800000,NR
300000,9800000,NR
320000,9800000,NR
340000,9800000,NR
360000,9800000,NR
380000,9800000,NR
400000,9800000,NR
420000,9800000,NR
440000,9800000,NR
460000,9800000,NR
480000,9800000,NR
500000,9800000,NR
520000,9800000,NR
540000,9800000,NR
560000,9800000,NR
580000,9800000,NR
600000,9800000,NR
620000,9800000,NR
640000,9800000,NR
660000,9800000,NR
680000,9800000,NR
700000,9800000,NR
720000,9800000,NR
740000,9800000,NR
760000,9800000,NR
780000,9800000,NR
800000,9800000,NR
820000,9800000,NR
840000,9800000,NR
860000,9800000,NR
880000,9800000,NR
900000,9800000,NR
920000,9800000,NR
940000,9800000,NR
960000,9800000,NR
980000,9800000,NR
1000000,9800000,NR
1020000,9800000,NR
1040000,9800000,NR
1060000,9800000,NR
1080000,9800000,NR
1100000,9800000,NR
1120000,9800000,NR
1140000,9800000,NR
1160000,9800000,NR
1180000,9800000,NR
1200000,9800000,NR
1220000,9800000,NR
1240000,9800000,NR
1260000,9800000,NR
1280000,9800000,CR
1300000,9800000,CR
1320000,9800000,CR
1340000,9800000,CR
1360000,9800000,CR
1380000,9800000,CR
1400000,9800000,CR
1420000,9800000,CR
1440000,9800000,CR
1460000,9800000,CR
1480000,9800000,CR
1500000,9800000,CR
1520000,9800000,CR
1540000,9800000,CR
1560000,9800000,CR
1580000,9800000,CR
1600000,9800000,CR
1620000,9800000,CR
1640000,9800000,CR
1660000,9800000,CR
1680000,9800000,CR
1700000,9800000,CR
1720000,9800000,CR
1740000,9800000,CR
1760000,9800000,CR
1780000,9800000,CR
1800000,9800000,CR
1820000,9800000,CR
1840000,9800000,CR
1860000,9800000,CR
1880000,9800000,CR
1900000,9800000,CR
1920000,9800000,CR
1940000,9800000,CR
1960000,9800000,CR
1980000,9800000,CR
2000000,9800000,CR
100000,9900000,NR
120000,9900000,NR
140000,9900000,NR
160000,9900000,NR
180000,9900000,NR
200000,9900000,NR
220000,9900000,NR
240000,9900000,NR
260000,9900000,NR
280000,9900000,NR
300000,9900000,NR
320000,9900000,NR
340000,9900000,NR
360000,9900000,NR
380000,9900000,NR
400000,9900000,NR
420000,9900000,NR
440000,9900000,NR
460000,9900000,NR
480000,9900000,NR
500000,9900000,NR
520000,9900000,NR
540000,9900000,NR
560000,9900000,NR
580000,9900000,NR
600000,9900000,NR
620000,9900000,NR
640000,9900000,NR
660000,9900000,NR
680000,9900000,NR
700000,9900000,NR
720000,9900000,NR
740000,9900000,NR
760000,9900000,NR
780000,9900000,NR
800000,9900000,NR
820000,9900000,NR
840000,9900000,NR
860000,9900000,NR
880000,9900000,NR
900000,9900000,NR
920000,9900000,NR
940000,9900000,NR
960000,9900000,NR
980000,9900000,NR
1000000,9900000,NR
1020000,9900000,NR
1040000,9900000,NR
1060000,9900000,NR
1080000,9900000,NR
1100000,9900000,NR
1120000,9900000,NR
1140000,9900000,NR
1160000,9900000,NR
1180000,9900000,NR
1200000,9900000,NR
1220000,9900000,NR
1240000,9900000,NR
1260000,9900000,NR
1280000,9900000,CR
1300000,9900000,CR
1320000,9900000,CR
1340000,9900000,CR
1360000,9900000,CR
1380000,9900000,CR
1400000,9900000,CR
1420000,9900000,CR
1440000,9900000,CR
1460000,9900000,CR
1480000,9900000,CR
1500000,9900000,CR
1520000,9900000,CR
1540000,9900000,CR
1560000,9900000,CR
1580000,9900000,CR
1600000,9900000,CR
1620000,9900000,CR
1640000,9900000,CR
1660000,9900000,CR
1680000,9900000,CR
1700000,9900000,CR
1720000,9900000,CR
1740000,9900000,CR
1760000,9900000,CR
1780000,9900000,CR
1800000,9900000,CR
1820000,9900000,CR
1840000,9900000,CR
1860000,9900000,CR
1880000,9900000,CR
1900000,9900000,CR
1920000,9900000,CR
1940000,9900000,CR
1960000,9900000,CR
1980000,9900000,CR
2000000,9900000,CR
100000,10000000,NR
120000,10000000,NR
140000,10000000,NR
160000,10000000,NR
180000,10000000,NR
200000,10000000,NR
220000,10000000,NR
240000,10000000,NR
260000,10000000,NR
280000,10000000,NR
300000,10000000,NR
320000,10000000,NR
340000,10000000,NR
360000,10000000,NR
380000,10000000,NR
400000,10000000,NR
420000,10000000,NR
440000,10000000,NR
460000,10000000,NR
480000,10000000,NR
500000,10000000,NR
520000,10000000,NR
540000,10000000,NR
560000,10000000,NR
580000,10000000,NR
600000,10000000,NR
620000,10000000,NR
640000,10000000,NR
660000,10000000,NR
680000,10000000,NR
700000,10000000,NR
720000,10000000,NR
740000,10000000,NR
760000,10000000,NR
780000,10000000,NR
800000,10000000,NR
820000,10000000,NR
840000,10000000,NR
860000,10000000,NR
880000,10000000,NR
900000,10000000,NR
920000,10000000,NR
940000,10000000,NR
960000,10000000,NR
980000,10000000,NR
1000000,10000000,NR
1020000,10000000,NR
1040000,10000000,NR
1060000,10000000,NR
1080000,10000000,NR
1100000,10000000,NR
1120000,10000000,NR
1140000,10000000,NR
1160000,10000000,NR
1180000,10000000,NR
1200000,10000000,NR
1220000,10000000,NR
1240000,10000000,NR
1260000,10000000,NR
1280000,10000000,NR
1300000,10000000,CR
1320000,10000000,CR
1340000,10000000,CR
1360000,10000000,CR
1380000,10000000,CR
1400000,10000000,CR
1420000,10000000,CR
1440000,10000000,CR
1460000,10000000,CR
1480000,10000000,CR
1500000,10000000,CR
1520000,10000000,CR
1540000,10000000,CR
1560000,10000000,CR
1580000,10000000,CR
1600000,10000000,CR
1620000,10000000,CR
1640000,10000000,CR
1660000,10000000,CR
1680000,10000000,CR
1700000,10000000,CR
1720000,10000000,CR
1740000,10000000,CR
1760000,10000000,CR
1780000,10000000,CR
1800000,10000000,CR
1820000,10000000,CR
1840000,10000000,CR
1860000,10000000,CR
1880000,10000000,CR
1900000,10000000,CR
1920000,10000000,CR
1940000,10000000,CR
1960000,10000000,CR
1980000,10000000,CR
2000000,10000000,CR
