phi,rho,eps,theta,alpha,mu,r,b,gamma,CM55,CM75,Response
0.4232,0.48262,0.13455,5.8135e-06,6.3937e-08,0.0036404,0.087226,2.0761e-12,1.6132e-06,5.4551e-08,1.0223e-14,NR
0.16204,0.17814,0.084765,9.4098e-06,6.7621e-08,0.0028237,0.088031,1.786e-12,2.6875e-06,416249.8369,1122478.7294,CR
0.35383,0.44738,0.098253,7.3934e-06,3.8561e-08,0.0052,0.088345,5.9371e-13,1.6564e-06,214202.6765,461569.1219,CR
0.39737,0.406,0.061793,5.7776e-06,4.9455e-08,0.0056016,0.088592,1.008e-12,1.8741e-06,113690.5852,552595.3114,CR
0.27109,0.3334,0.16287,5.3071e-06,5.8301e-08,0.00382,0.086968,9.3487e-13,1.5128e-06,8.1857e-05,-6.8383e-15,NR
0.27773,0.3766,0.15294,7.7454e-06,7.0646e-08,0.0049057,0.08815,1.5848e-12,1.5911e-06,-4.7612e-13,2.7048e-15,NR
0.29951,0.35318,0.082968,8.2404e-06,7.1881e-08,0.0026127,0.078252,8.8102e-13,1.8099e-06,124752.3396,442086.5513,CR
0.1225,0.18811,0.12911,2.9696e-06,6.5521e-08,0.0055141,0.085663,2.0102e-12,2.2044e-06,304358.8558,654247.2899,CR
0.30608,0.37142,0.12168,3.007e-06,4.9008e-08,0.0044873,0.08408,6.0079e-13,1.6375e-06,377079.1098,843347.6741,CR
0.12039,0.2079,0.22856,5.3593e-06,4.9571e-08,0.0068199,0.087394,9.6262e-13,1.7523e-06,837692.0531,1569490.2425,CR
0.23048,0.32728,0.16195,5.1549e-06,7.0795e-08,0.0024793,0.085473,1.938e-12,2.2039e-06,90689.6084,422217.1494,CR
0.34203,0.38205,0.12331,8.4553e-06,4.5965e-08,0.0043487,0.089203,1.0055e-12,1.6904e-06,101975.6259,800634.3909,CR
0.15662,0.21907,0.22313,5.8189e-06,5.7155e-08,0.0074356,0.086852,8.0467e-13,2.0547e-06,1160058.5338,2113587.2485,CR
0.24578,0.24936,0.090959,7.0505e-06,7.0707e-08,0.0031987,0.080604,1.516e-12,1.9464e-06,369664.0168,1326672.397,CR
0.19578,0.2369,0.12726,9.4296e-06,5.0251e-08,0.007519,0.088122,6.1902e-13,1.7136e-06,30937.1953,625004.2509,CR
0.33866,0.42782,0.22211,9.5326e-06,7.1439e-08,0.0028066,0.088776,5.8843e-13,2.5628e-06,517373.6775,1077111.8843,CR
0.16959,0.3296,0.22109,7.1239e-06,5.8029e-08,0.0021659,0.085035,6.0982e-13,1.4998e-06,0.037468,1.0144e-13,NR
0.22171,0.29236,0.1181,6.8802e-06,6.6622e-08,0.0053951,0.087198,6.5883e-13,2.6047e-06,439326.5101,760281.6654,CR
0.15557,0.169,0.11027,7.9347e-06,6.2701e-08,0.0037807,0.085729,1.9419e-12,2.1389e-06,463074.0487,1448228.2605,CR
0.15816,0.23158,0.096689,3.7389e-06,6.0481e-08,0.0047748,0.090001,1.3075e-12,1.7996e-06,7.4109e-08,-2.0381e-15,NR
0.42145,0.44828,0.13938,3.7301e-06,6.504e-08,0.0033054,0.086276,6.9438e-13,1.769e-06,0.15646,-6.9381e-13,NR
0.28197,0.42096,0.18413,5.3972e-06,5.9147e-08,0.0054274,0.090156,1.2805e-12,1.9675e-06,0.033076,-3.8294e-13,NR
0.12754,0.27813,0.15735,2.5225e-06,5.5273e-08,0.0060234,0.089891,2.212e-12,2.3729e-06,276409.7723,369471.2487,CR
0.38586,0.50914,0.12714,2.7438e-06,5.049e-08,0.0021365,0.085162,1.3079e-12,1.6575e-06,32731.5012,133110.154,CR
0.38666,0.45431,0.083546,2.6478e-06,5.9739e-08,0.0072809,0.087805,1.1321e-12,1.7247e-06,0.00025332,-3.4072e-15,NR
0.17672,0.23768,0.18043,8.662e-06,5.4356e-08,0.0062622,0.088754,1.4148e-12,1.6247e-06,0.069548,-4.7355e-14,NR
0.37014,0.44279,0.16159,8.6216e-06,6.6467e-08,0.007912,0.088685,8.744e-13,1.8896e-06,3.2075e-06,-4.6077e-14,NR
0.29402,0.37735,0.14022,5.7197e-06,7.1507e-08,0.0059962,0.084978,1.4184e-12,1.7383e-06,7.4746e-06,-1.3708e-14,NR
0.12205,0.18432,0.090002,7.5232e-06,6.6754e-08,0.0060051,0.084264,1.6078e-12,2.3052e-06,290451.6681,568364.7588,CR
0.10615,0.14951,0.083447,7.619e-06,5.5599e-08,0.0064277,0.089338,8.3943e-13,1.5899e-06,2.3159e-07,-1.4467e-14,NR
0.38341,0.48701,0.18576,9.226e-06,6.7506e-08,0.0023584,0.077758,9.3503e-13,1.701e-06,595210.8128,1116449.2217,CR
0.28871,0.304,0.19439,6.2052e-06,6.0557e-08,0.0053783,0.084477,1.5951e-12,1.901e-06,1211489.2769,3421869.1764,CR
0.11007,0.21534,0.13278,9.3703e-06,6.7026e-08,0.0075234,0.08151,1.4183e-12,1.6301e-06,5.7541,-8.2789e-12,NR
0.34555,0.47246,0.1862,6.4107e-06,5.6489e-08,0.0077093,0.08577,1.2117e-12,1.5291e-06,0.10018,-1.2719e-13,NR
0.39837,0.43996,0.15622,3.1304e-06,6.2673e-08,0.0074454,0.089617,7.9273e-13,2.3887e-06,446706.0314,1074599.052,CR
0.38821,0.4567,0.16498,2.9704e-06,5.0921e-08,0.0033226,0.083513,1.5788e-12,1.5944e-06,575186.7659,1274360.7017,CR
0.40801,0.48818,0.08275,5.3235e-06,5.761e-08,0.0035427,0.0845,1.9378e-12,2.0061e-06,174053.5177,370805.642,CR
0.40836,0.52655,0.19746,5.599e-06,6.0273e-08,0.0028529,0.088513,1.2813e-12,2.0166e-06,2740.0842,82157.1392,CR
0.15288,0.19444,0.076899,8.5274e-06,6.1574e-08,0.005469,0.079079,1.6527e-12,1.5428e-06,34474.6617,333112.3993,CR
0.17055,0.31959,0.15921,6.3094e-06,5.972e-08,0.0063059,0.084824,1.7626e-12,2.0284e-06,188032.1738,337876.7979,CR
0.38391,0.4518,0.14968,6.8905e-06,5.6781e-08,0.0034239,0.089969,1.1552e-12,2.3478e-06,496560.9346,996397.8031,CR
0.33884,0.40411,0.11356,3.2575e-06,6.5804e-08,0.0048839,0.078953,1.0374e-12,1.832e-06,427425.8891,821961.8235,CR
0.26345,0.38278,0.17307,3.4739e-06,4.938e-08,0.0040676,0.08465,1.7539e-12,1.674e-06,400029.1227,727988.3359,CR
0.37282,0.51858,0.14908,3.8599e-06,6.124e-08,0.0069366,0.088301,1.6827e-12,2.6217e-06,396888.0162,473008.7427,CR
0.38848,0.45265,0.14604,4.5036e-06,5.1576e-08,0.0046772,0.085582,2.0013e-12,1.7238e-06,366855.8889,959198.04,CR
0.41784,0.54921,0.21501,8.4368e-06,6.7508e-08,0.0049547,0.08714,1.0574e-12,1.8723e-06,0.00094723,-1.0117e-13,NR
0.16698,0.27851,0.13032,2.9656e-06,7.0367e-08,0.0033705,0.085544,9.2592e-13,2.5457e-06,340373.2409,500542.9425,CR
0.37377,0.49035,0.12585,3.0502e-06,7.057e-08,0.0035858,0.089202,2.0044e-12,2.5249e-06,1168.4633,33.8278,NR
0.3603,0.44445,0.11705,9.2456e-06,6.5745e-08,0.0073039,0.085643,2.1129e-12,1.4902e-06,3.5923e-10,7.7694e-15,NR
0.17287,0.18425,0.11893,4.9814e-06,6.1057e-08,0.0063967,0.089906,1.2802e-12,1.5111e-06,-1.0301e-13,-6.2934e-15,NR
0.2652,0.26871,0.13565,6.2778e-06,5.2351e-08,0.0022071,0.08823,8.9689e-13,1.8868e-06,557754.4821,2171406.2635,CR
0.38889,0.47563,0.17831,9.4099e-06,6.3446e-08,0.0021929,0.08429,1.4474e-12,2.0259e-06,524010.1729,1074335.2488,CR
0.29248,0.37215,0.1322,9.194e-06,4.1106e-08,0.007556,0.089924,2.0154e-12,1.8437e-06,483529.0539,892281.5095,CR
0.37285,0.37516,0.07448,7.2222e-06,6.7583e-08,0.002905,0.087378,1.3417e-12,1.9649e-06,0.010475,-6.2199e-14,NR
0.16277,0.22067,0.2378,6.8946e-06,6.9442e-08,0.0021817,0.089498,2.037e-12,2.5478e-06,838495.5626,1857352.3986,CR
0.39432,0.43046,0.065705,8.6869e-06,7.103e-08,0.0028193,0.079111,1.4773e-12,2.0548e-06,289309.8628,693715.3207,CR
0.40887,0.51764,0.23898,8.3895e-06,6.3664e-08,0.0057569,0.087103,1.7832e-12,2.2517e-06,778346.1546,1224060.9924,CR
0.11561,0.18353,0.1664,3.0537e-06,6.6566e-08,0.0039739,0.08783,2.0588e-12,1.5267e-06,-1.065e-12,2.655e-14,NR
0.24479,0.24569,0.16944,3.2781e-06,6.3043e-08,0.0028143,0.08533,1.0203e-12,1.9261e-06,688343.5511,2630982.6459,CR
0.16851,0.24158,0.12083,6.31e-06,6.9267e-08,0.0021965,0.084769,1.1682e-12,2.2811e-06,271074.8861,604712.5463,CR
0.19871,0.31354,0.12256,3.9075e-06,5.8964e-08,0.0036961,0.089925,6.5458e-13,2.1619e-06,228.6702,0.0080919,NR
0.213,0.30305,0.16119,7.4871e-06,4.9925e-08,0.0062723,0.086013,1.6248e-12,1.5308e-06,3453.5733,192311.1641,CR
0.14993,0.20147,0.13221,3.5754e-06,7.1729e-08,0.0077754,0.08774,1.5177e-12,2.8427e-06,600507.5942,1066272.1355,CR
0.3286,0.54634,0.23029,4.5186e-06,6.0086e-08,0.004263,0.083446,5.9831e-13,2.0537e-06,413887.2701,489048.7334,CR
0.36648,0.41532,0.074752,6.1594e-06,6.6189e-08,0.0032945,0.073274,1.3457e-12,1.5255e-06,291800.6108,701869.2727,CR
0.12618,0.2302,0.1967,9.5922e-06,5.7709e-08,0.003543,0.086506,1.7616e-12,2.0778e-06,645368.0851,1099207.3064,CR
0.40527,0.44806,0.080961,6.9665e-06,5.5006e-08,0.0047552,0.087573,9.589e-13,1.54e-06,0.00014167,-2.6985e-15,NR
0.22853,0.3203,0.15693,7.2382e-06,6.6141e-08,0.0043873,0.088941,1.1391e-12,2.2457e-06,387.5645,4.887,NR
0.20768,0.30416,0.099164,6.6192e-06,7.0027e-08,0.0070461,0.085559,9.0956e-13,2.2781e-06,19844.4141,106057.4474,CR
0.11654,0.21514,0.1613,7.2794e-06,5.2833e-08,0.0063591,0.084546,2.1098e-12,1.8742e-06,590665.2608,953260.5739,CR
0.21195,0.27549,0.074723,3.2565e-06,6.8822e-08,0.0053927,0.087714,1.1516e-12,2.3335e-06,1444.9955,728.0269,NR
0.32478,0.50772,0.18414,8.0591e-06,6.6421e-08,0.0023236,0.089903,1.6562e-12,2.2591e-06,0.031811,-2.9078e-13,NR
0.22371,0.27592,0.063351,3.3192e-06,5.1934e-08,0.0036221,0.083737,9.7379e-13,1.5683e-06,7599.7086,63215.5507,CR
0.40137,0.4515,0.17493,5.4778e-06,5.7191e-08,0.0044125,0.089637,8.6551e-13,2.056e-06,223482.9252,1022230.7623,CR
0.15376,0.21653,0.10858,8.2732e-06,5.5177e-08,0.004106,0.087939,9.4638e-13,2.2503e-06,418841.3294,820270.6871,CR
0.36414,0.42802,0.098008,4.4551e-06,7.193e-08,0.0056454,0.083925,7.882e-13,1.7461e-06,0.0002888,-1.3313e-14,NR
0.13573,0.17028,0.11942,5.1055e-06,4.5889e-08,0.0022698,0.08926,1.7386e-12,1.8952e-06,533304.33,1384729.3223,CR
0.20896,0.23051,0.16114,5.7925e-06,6.7696e-08,0.0033567,0.088114,1.2504e-12,1.8317e-06,5.8196e-06,1.8045e-14,NR
0.26469,0.31361,0.10022,3.6314e-06,6.3873e-08,0.0056303,0.085438,1.3502e-12,1.7927e-06,3.2497,-1.793e-12,NR
0.30295,0.45235,0.15164,2.8624e-06,6.2702e-08,0.0061447,0.086416,1.9118e-12,1.7766e-06,0.012093,-2.9035e-13,NR
0.19132,0.28109,0.19373,6.8946e-06,6.7867e-08,0.0050728,0.087211,1.5115e-12,1.8225e-06,5.9733e-05,-3.6636e-15,NR
0.14887,0.28053,0.13334,7.1353e-06,6.9972e-08,0.0057588,0.089848,1.6737e-12,2.1881e-06,8.221e-07,-3.5144e-14,NR
0.27928,0.35846,0.11291,5.5514e-06,5.3197e-08,0.0047422,0.083003,2.0777e-12,1.6521e-06,168989.2802,505721.0105,CR
0.18964,0.25013,0.10712,8.9387e-06,6.6293e-08,0.0037905,0.087917,1.8712e-12,2.5701e-06,329074.0499,677894.8448,CR
0.20783,0.24556,0.062402,7.3713e-06,6.3821e-08,0.0055275,0.084788,1.1509e-12,1.9963e-06,17346.6829,178972.0834,CR
0.23344,0.40359,0.17944,8.4692e-06,6.4877e-08,0.0037723,0.089854,1.6521e-12,1.9465e-06,4.0983e-08,-1.157e-14,NR
0.18668,0.28206,0.12244,9.5673e-06,6.1528e-08,0.0058801,0.081787,1.8888e-12,1.9115e-06,300524.7593,569606.1754,CR
0.32118,0.39049,0.12921,3.1851e-06,5.314e-08,0.0068398,0.089455,2.2272e-12,1.7789e-06,10.65,-2.3178e-12,NR
0.21797,0.31572,0.14374,2.6024e-06,3.9775e-08,0.0055885,0.088138,1.4168e-12,1.6728e-06,499120.6143,825935.9459,CR
0.34256,0.37777,0.17466,2.8386e-06,5.4349e-08,0.0036486,0.087474,1.8159e-12,1.6135e-06,269.864,0.00014143,NR
0.23641,0.25095,0.16744,9.1111e-06,6.3195e-08,0.0076386,0.09001,1.2292e-12,1.6265e-06,-2.2421e-12,-7.5964e-15,NR
0.33887,0.37009,0.070652,9.593e-06,5.3372e-08,0.0022019,0.089237,6.6558e-13,2.3123e-06,308857.0979,776961.578,CR
0.31572,0.40661,0.13493,6.5428e-06,5.8153e-08,0.0043316,0.089822,1.1985e-12,2.2003e-06,39415.3232,288818.9734,CR
0.18859,0.30997,0.15819,5.5906e-06,7.0971e-08,0.0049343,0.086731,2.0352e-12,2.4477e-06,163094.9701,358408.8763,CR
0.24306,0.30953,0.10921,8.9334e-06,4.858e-08,0.0031096,0.086771,2.195e-12,1.6537e-06,30340.9656,369880.6416,CR
0.3544,0.44609,0.21272,5.1281e-06,5.6073e-08,0.0054345,0.083622,1.9828e-12,1.5353e-06,106976.905,935589.9425,CR
0.28487,0.29331,0.061627,6.7917e-06,6.2165e-08,0.0077744,0.082717,1.6759e-12,1.6303e-06,141.2445,0.25155,NR
0.24378,0.24608,0.097398,6.5713e-06,5.3178e-08,0.0038798,0.082711,1.213e-12,1.6728e-06,538590.5189,1866296.0559,CR
0.1627,0.30199,0.19875,3.6022e-06,5.7836e-08,0.0064384,0.089832,1.7588e-12,2.5482e-06,613436.2826,751149.9692,CR
0.37667,0.39797,0.214,7.7917e-06,6.2385e-08,0.0051501,0.087958,2.0009e-12,2.0319e-06,633368.2547,2450726.353,CR
0.36889,0.40327,0.20835,8.8862e-06,6.3894e-08,0.0072575,0.089489,1.3422e-12,1.6499e-06,1.3123e-10,-1.4098e-15,NR
0.26385,0.36301,0.10606,8.9743e-06,7.1641e-08,0.0034475,0.088865,1.9542e-12,3.0434e-06,311606.8369,472121.0573,CR
0.10839,0.28914,0.2044,5.3025e-06,4.8906e-08,0.0022436,0.08596,6.3648e-13,1.8397e-06,401207.2851,577687.9718,CR
0.27908,0.46064,0.19275,9.5574e-06,5.2821e-08,0.0057185,0.082616,8.4551e-13,1.575e-06,41179.3148,214749.0236,CR
0.17349,0.33052,0.15892,7.9579e-06,6.0365e-08,0.0071416,0.083381,1.3533e-12,1.7721e-06,4156.0323,13925.1452,CR
0.22017,0.39488,0.17708,4.1125e-06,4.8873e-08,0.0033459,0.086338,8.6133e-13,1.5917e-06,1219.669,23.6685,NR
0.40897,0.52198,0.18243,6.6669e-06,7.0084e-08,0.0071905,0.088342,1.8191e-12,2.3071e-06,378.6804,0.92384,NR
0.40442,0.42747,0.075221,7.379e-06,5.7794e-08,0.0032461,0.089609,1.3097e-12,1.7216e-06,2.6693e-06,-2.5944e-15,NR
0.20945,0.29367,0.08679,7.522e-06,6.2356e-08,0.0061775,0.088233,1.3152e-12,2.319e-06,39863.8579,165907.5294,CR
0.3643,0.50368,0.18733,5.3171e-06,7.1872e-08,0.0045018,0.08826,2.0094e-12,1.794e-06,-1.4918e-12,2.4759e-14,NR
0.34434,0.44831,0.17005,3.4885e-06,6.4454e-08,0.0070743,0.087053,8.0897e-13,2.3225e-06,387800.0085,632217.3901,CR
0.27125,0.27478,0.11262,4.7058e-06,4.1261e-08,0.0058743,0.087824,6.27e-13,1.5616e-06,575053.0404,2056809.9064,CR
0.11982,0.13946,0.10455,4.8683e-06,6.5458e-08,0.0053477,0.08966,1.0034e-12,1.9503e-06,2.8802e-06,-4.2224e-14,NR
0.11636,0.19377,0.12169,3.171e-06,6.8098e-08,0.0071849,0.087255,1.9125e-12,2.0973e-06,7.8895,8.3685e-13,NR
0.25737,0.38374,0.16043,6.9159e-06,7.0971e-08,0.0035743,0.076622,2.1825e-12,1.8219e-06,456979.2107,705825.3612,CR
0.37138,0.39213,0.19031,5.5945e-06,6.5246e-08,0.0065575,0.082304,2.0112e-12,1.6055e-06,101736.0063,1620708.1049,CR
0.17517,0.35774,0.2178,7.8107e-06,6.9063e-08,0.0044076,0.088236,1.999e-12,1.6448e-06,-8.2033e-14,3.9471e-15,NR
0.30176,0.39702,0.10979,3.991e-06,5.34e-08,0.0047694,0.089224,1.0939e-12,2.2509e-06,260699.2192,450681.7344,CR
0.18108,0.31854,0.16236,4.1835e-06,7.1726e-08,0.0025375,0.08394,8.145e-13,2.1951e-06,104836.6753,278634.9648,CR
0.20466,0.25741,0.087907,5.664e-06,7.0451e-08,0.0027515,0.083565,1.4593e-12,1.6319e-06,1.9811e-05,-1.2668e-15,NR
0.37266,0.6015,0.23803,7.0299e-06,6.0069e-08,0.0063672,0.082315,5.6464e-13,1.9307e-06,338166.3023,418653.219,CR
0.40665,0.4141,0.16014,7.7839e-06,5.6962e-08,0.0057201,0.086297,1.2713e-12,1.7878e-06,456639.1862,2147901.6105,CR
0.10746,0.17187,0.073577,5.6219e-06,7.171e-08,0.0072356,0.087246,1.2158e-12,1.9033e-06,1.4587e-08,-2.3682e-15,NR
0.12682,0.17921,0.063167,7.493e-06,6.6043e-08,0.0071334,0.088162,1.5298e-12,1.6058e-06,-1.8277e-13,-4.8952e-16,NR
0.22898,0.46304,0.23837,6.3636e-06,7.1077e-08,0.0061636,0.08516,1.918e-12,2.3084e-06,77260.8995,167012.9799,CR
0.12731,0.21733,0.12463,7.6666e-06,7.0528e-08,0.0046283,0.089275,1.9671e-12,2.2418e-06,0.0010303,-4.4066e-14,NR
0.20196,0.31974,0.12068,8.9411e-06,6.7794e-08,0.003387,0.084934,1.7011e-12,2.1819e-06,34150.4249,157438.5272,CR
0.37271,0.46172,0.12992,7.1416e-06,6.8887e-08,0.0036106,0.088532,1.3e-12,1.5053e-06,-2.1889e-13,8.3203e-15,NR
0.40133,0.58093,0.22544,7.8619e-06,6.6707e-08,0.0032598,0.08679,1.6579e-12,2.3301e-06,249066.2914,443082.9571,CR
0.34147,0.48309,0.15529,5.3787e-06,6.1081e-08,0.0037246,0.088007,2.2238e-12,2.0332e-06,76.5472,6.1242e-06,NR
0.33923,0.35899,0.12355,9.5505e-06,6.8594e-08,0.0028019,0.080435,5.7961e-13,1.585e-06,937.8485,66735.792,CR
0.15339,0.25639,0.16041,2.9288e-06,4.9924e-08,0.0027851,0.086687,1.11e-12,1.6667e-06,80617.4957,437377.4823,CR
0.42045,0.4919,0.13108,5.6437e-06,6.0504e-08,0.006036,0.086257,1.2894e-12,1.7162e-06,0.45041,-2.8175e-13,NR
0.14922,0.19915,0.11078,6.5805e-06,5.1179e-08,0.0031712,0.085057,1.072e-12,1.6881e-06,218596.2046,768444.988,CR
0.32207,0.47198,0.22564,9.0069e-06,6.8136e-08,0.0077735,0.089426,6.7373e-13,1.5387e-06,-2.5546e-13,-6.5619e-15,NR
0.29961,0.49337,0.19389,4.4624e-06,6.4008e-08,0.0062612,0.083926,8.8748e-13,2.0299e-06,101479.9658,198611.9005,CR
0.31015,0.31616,0.082318,3.7689e-06,5.5185e-08,0.0025571,0.082018,1.8768e-12,1.7289e-06,453990.5499,1442895.5955,CR
0.21488,0.32865,0.17847,5.3987e-06,5.9933e-08,0.0030825,0.090276,1.0433e-12,1.5234e-06,1.2511e-13,-8.7226e-15,NR
0.15952,0.30481,0.16498,8.7856e-06,6.7377e-08,0.0020432,0.083835,1.0084e-12,1.8905e-06,159.416,0.0089685,NR
0.4231,0.58302,0.18206,6.455e-06,6.4109e-08,0.0078484,0.084411,1.5527e-12,1.8368e-06,190.3002,0.0031498,NR
0.21084,0.33642,0.20358,8.059e-06,5.6342e-08,0.0076895,0.088789,1.6794e-12,1.5992e-06,2.2527e-05,-2.1571e-14,NR
0.34206,0.34637,0.08367,9.3877e-06,7.0872e-08,0.0078785,0.090099,1.4722e-12,1.9787e-06,-3.8083e-13,-1.2379e-15,NR
0.28845,0.45881,0.17058,8.8669e-06,4.68e-08,0.0052074,0.086072,1.0196e-12,1.9356e-06,446087.9459,561725.3596,CR
0.21363,0.26599,0.087439,5.6789e-06,6.5419e-08,0.004329,0.085458,2.1344e-12,1.5229e-06,1.5586e-08,2.277e-15,NR
0.39213,0.48436,0.12854,6.6723e-06,5.4983e-08,0.0023566,0.090345,1.8617e-12,2.5275e-06,472255.6519,757196.463,CR
0.11887,0.14112,0.12847,5.3021e-06,5.7746e-08,0.005783,0.084995,5.7338e-13,1.5998e-06,428.2365,7.1979,NR
0.35121,0.3944,0.075185,5.018e-06,6.0271e-08,0.005477,0.083574,1.638e-12,1.5028e-06,0.043458,-2.7144e-13,NR
0.23486,0.32651,0.19294,5.604e-06,6.6393e-08,0.0044807,0.082478,6.3423e-13,2.0354e-06,728143.909,1213211.6464,CR
0.28208,0.32902,0.082455,4.2844e-06,5.9111e-08,0.0044241,0.088999,1.7036e-12,2.5804e-06,378363.1287,743475.766,CR
0.36085,0.41752,0.086865,5.6068e-06,5.7142e-08,0.0036152,0.077642,7.2755e-13,1.5119e-06,249411.8732,650562.9833,CR
0.14629,0.1712,0.085763,6.9251e-06,5.6746e-08,0.0026613,0.088808,1.7201e-12,2.2813e-06,326991.3079,906894.6732,CR
0.24085,0.38883,0.20817,8.563e-06,6.7644e-08,0.003952,0.086847,2.1854e-12,1.5795e-06,1.3306e-11,-1.1686e-15,NR
0.2649,0.48053,0.2293,9.0869e-06,6.6051e-08,0.0066971,0.088274,1.6077e-12,2.1505e-06,2.1542,-2.4464e-12,NR
0.33875,0.47673,0.18079,2.9122e-06,5.3835e-08,0.0059128,0.086097,6.2018e-13,1.4945e-06,0.26552,-1.1711e-12,NR
0.32204,0.42825,0.13515,8.4738e-06,5.7803e-08,0.0060553,0.089105,1.8608e-12,1.6053e-06,1.9275e-08,-1.8006e-15,NR
0.16351,0.2562,0.12581,8.0642e-06,5.8335e-08,0.0024525,0.083828,2.1356e-12,1.6192e-06,112.9849,0.0026894,NR
0.38904,0.49338,0.12577,7.4513e-06,4.1731e-08,0.0022948,0.087048,1.9201e-12,1.5162e-06,57299.4355,343860.267,CR
0.25598,0.32221,0.090499,4.5233e-06,5.463e-08,0.0061339,0.08502,1.8946e-12,1.5031e-06,0.7128,-6.1665e-13,NR
0.21304,0.28204,0.17609,7.5141e-06,6.5248e-08,0.0038371,0.085836,1.9362e-12,1.9353e-06,12050.4695,528583.9171,CR
0.11888,0.21259,0.10679,2.8023e-06,6.9596e-08,0.0058443,0.083095,1.7774e-12,1.9558e-06,3231.7671,2867.0347,NR
0.2741,0.37164,0.11632,9.2038e-06,5.3635e-08,0.0034605,0.089153,1.9489e-12,1.6985e-06,0.0042454,-2.2161e-14,NR
0.35419,0.44742,0.23889,7.6294e-06,7.1119e-08,0.0058467,0.087194,1.9528e-12,1.5119e-06,-3.1389e-13,-8.3413e-15,NR
0.17739,0.27452,0.10129,2.9919e-06,6.9015e-08,0.0041187,0.084814,1.5962e-12,2.5795e-06,357711.0383,518975.5079,CR
0.2533,0.40186,0.17008,4.0408e-06,6.0298e-08,0.0039125,0.089828,8.3494e-13,2.5623e-06,336364.8373,460344.769,CR
0.27908,0.29251,0.10088,3.7859e-06,6.2789e-08,0.0022816,0.083161,9.8465e-13,1.8226e-06,221051.6758,965869.8855,CR
0.166,0.21915,0.17983,5.564e-06,6.3889e-08,0.0046304,0.090096,2.0232e-12,2.0487e-06,0.059189,1.6267e-13,NR
0.16479,0.28695,0.14618,6.6129e-06,7.1397e-08,0.0063036,0.088141,1.849e-12,2.7191e-06,235700.2145,377725.9888,CR
0.23789,0.44125,0.21012,3.8608e-06,5.9617e-08,0.0028225,0.08698,8.8429e-13,1.8761e-06,28.8817,2.1951e-11,NR
0.4222,0.47204,0.1253,6.6012e-06,5.9956e-08,0.003957,0.087801,2.1832e-12,2.2823e-06,447947.2272,1000083.0723,CR
0.37039,0.42136,0.079675,4.511e-06,3.969e-08,0.0064994,0.090383,2.1212e-12,1.654e-06,74786.9205,366687.9713,CR
0.14559,0.16832,0.21458,5.5447e-06,6.5048e-08,0.0033766,0.08816,2.2295e-12,1.5164e-06,9.0444e-12,-2.9878e-15,NR
0.11788,0.12739,0.086151,6.0282e-06,5.113e-08,0.0042625,0.087238,1.7149e-12,1.9452e-06,405983.6293,1279933.06,CR
0.35758,0.37225,0.070698,9.4965e-06,6.4534e-08,0.0077488,0.084641,6.4707e-13,2.2148e-06,292849.3318,836794.4679,CR
0.32176,0.48309,0.18217,5.8669e-06,7.0263e-08,0.0070269,0.077297,1.3175e-12,1.4998e-06,427.0722,0.18156,NR
0.23415,0.27448,0.17301,6.4992e-06,6.7497e-08,0.0061494,0.088202,1.3149e-12,2.2227e-06,107804.4471,891125.7788,CR
0.35099,0.5375,0.21253,8.5428e-06,6.7952e-08,0.0031347,0.090093,1.3718e-12,2.2264e-06,0.00048933,2.0014e-14,NR
0.30299,0.44854,0.2098,3.0997e-06,5.9443e-08,0.0035356,0.088163,1.1432e-12,1.6555e-06,4.3883e-05,-3.9838e-14,NR
0.36997,0.40517,0.1198,4.3365e-06,4.3067e-08,0.0062136,0.089404,6.6165e-13,1.804e-06,543015.9083,1337845.0491,CR
0.23551,0.27213,0.13095,8.7927e-06,5.1201e-08,0.0051067,0.090043,1.8179e-12,1.7477e-06,28.1971,5.2545e-08,NR
0.40804,0.54716,0.22643,8.6651e-06,6.0098e-08,0.0030988,0.085667,1.6224e-12,1.8575e-06,95785.288,601772.3307,CR
0.2779,0.34209,0.097575,7.5468e-06,5.568e-08,0.0060348,0.079569,8.7586e-13,1.5508e-06,211698.8298,595308.7595,CR
0.30756,0.5147,0.24,2.5996e-06,6.879e-08,0.0042035,0.08336,1.6279e-12,1.9968e-06,64897.9806,202518.4954,CR
0.37307,0.46607,0.14802,4.5256e-06,6.1593e-08,0.005077,0.08855,6.4395e-13,2.0999e-06,2185.0462,14465.9568,CR
0.42333,0.5416,0.16732,4.1197e-06,6.897e-08,0.0052474,0.082634,9.7866e-13,1.7826e-06,181.5572,0.00020723,NR
0.18567,0.21524,0.14255,4.5744e-06,6.1593e-08,0.0073579,0.089323,1.2199e-12,1.7467e-06,1.8144e-06,9.1706e-16,NR
0.23103,0.30556,0.17053,3.3769e-06,7.0731e-08,0.0059918,0.088674,1.8545e-12,2.1321e-06,0.0068899,2.1263e-14,NR
0.19933,0.28124,0.10802,4.3868e-06,6.6772e-08,0.0027322,0.084016,1.0282e-12,2.3452e-06,386758.1881,651689.4181,CR
0.15376,0.23978,0.23837,7.329e-06,6.2575e-08,0.0079977,0.08987,1.4732e-12,2.5716e-06,1045976.9278,1579038.4373,CR
0.2719,0.29587,0.075838,6.7969e-06,4.5249e-08,0.002088,0.090005,2.1079e-12,1.5828e-06,13.7132,3.097e-09,NR
